Área Total,Dormitorios,Baños,Estacionamiento,Zona_num,Municipio_num,Precio Venta
2657.0,5,5,10,2,0,8355120.0
555.0,4,3,2,4,0,8127000.0
144.0,0,0,1,99,99,450000.0
793.0,5,4,2,5,0,2797500.0
1100.0,3,3,4,5,0,6350000.0
1115.0,2,3,4,5,0,5535000.0
174.0,4,3,2,99,99,669460.0
154.0,6,0,0,99,99,1480000.0
181.0,4,4,2,99,99,512380.0
228.0,5,3,2,2,0,1275612.0
184.0,4,4,2,27,4,1281800.0
150.0,6,4,1,99,99,673000.0
1200.0,0,4,4,5,0,6350400.0
396.0,5,3,2,5,0,2590000.0
254.0,7,5,0,0,0,1476300.0
180.0,3,3,0,34,5,817500.0
2206.0,8,6,0,5,0,3964400.0
510.0,11,8,4,3,0,4218750.0
1000.0,5,5,2,5,0,2955000.0
160.0,5,4,2,5,0,1463000.0
259.0,5,3,1,27,4,988450.0
240.0,5,4,6,99,99,701250.0
160.0,1,2,0,16,2,367500.0
1322.0,4,4,8,4,0,8812500.0
172.0,3,2,1,1,0,1193600.0
700.0,5,6,1,2,0,3200000.0
693.0,4,4,3,1,0,5089500.0
435.0,5,5,2,2,0,2470000.0
167.0,4,3,1,8,1,1387000.0
400.0,3,3,3,2,0,2337000.0
230.0,4,4,3,99,99,1300000.0
334.0,5,0,3,3,0,3187500.0
396.0,4,4,2,2,0,2775000.0
640.0,5,5,3,5,0,2466000.0
239.0,6,2,1,9,1,1425000.0
120.0,4,2,0,18,3,380000.0
96.0,4,2,0,3,0,1295000.0
500.0,4,3,2,2,0,1687500.0
866.0,5,8,5,5,0,2775000.0
2500.0,4,3,6,5,0,9828000.0
5732.0,0,0,0,2,0,28350000.0
1000.0,4,5,4,99,99,1983000.0
236.0,0,3,2,2,0,3725370.0
285.0,0,4,2,7,1,2048000.0
448.0,4,2,1,3,0,2468400.0
160.0,7,7,1,2,0,1054500.0
1091.0,5,4,6,2,0,4810000.0
240.0,4,2,2,2,0,1600000.0
529.0,3,3,3,22,3,2238000.0
420.0,4,3,4,3,0,2983000.0
509.0,4,4,4,5,0,4070000.0
1317.0,5,4,4,22,3,2993300.0
160.0,6,2,1,18,3,675000.0
300.0,4,3,2,1,0,2014200.0
1075.0,4,4,10,99,99,2923000.0
280.0,3,4,1,3,0,2587500.0
467.0,5,8,3,5,0,4289500.0
1195.0,4,4,3,5,0,5925000.0
163.0,6,3,1,27,4,855500.0
1200.0,4,5,0,5,0,3187500.0
1082.0,5,4,4,5,0,2842500.0
1274.0,5,4,3,5,0,5562000.0
204.0,3,2,2,5,0,1332000.0
420.0,4,2,1,3,0,2406400.0
1085.0,4,4,4,5,0,5625000.0
600.0,4,4,3,2,0,3325000.0
200.0,6,4,1,22,3,862872.0
166.0,12,9,1,20,3,1305500.0
300.0,5,4,1,1,0,2062500.0
450.0,0,0,0,3,0,5625000.0
380.0,5,4,1,99,99,385300.0
350.0,8,3,1,27,4,1353600.0
384.0,4,4,6,26,4,1556250.0
502.0,4,4,2,5,0,2613750.0
200.0,4,3,3,99,99,1330000.0
158.0,5,2,1,7,1,1292000.0
159.0,4,3,2,3,0,2250000.0
1011.0,4,4,1,99,99,2090000.0
140.0,4,3,1,24,4,298400.0
613.0,4,6,4,5,0,3200000.0
160.0,4,3,1,5,0,900000.0
292.0,3,4,2,1,0,2433750.0
219.0,3,2,1,2,0,953700.0
159.0,4,3,0,5,0,975000.0
90.0,2,0,2,16,2,224200.0
409.0,4,2,0,31,5,1117500.0
420.0,4,5,5,3,0,7480000.0
234.0,4,3,2,22,3,1587300.0
92.0,3,2,0,18,3,452400.0
1591.0,5,6,6,5,0,13999999.0
300.0,7,5,1,99,99,425500.0
184.0,5,6,2,99,99,984200.0
390.0,4,3,3,4,0,3050400.0
123.0,4,2,0,99,99,330000.0
145.0,4,3,2,3,0,2046000.0
500.0,5,3,1,4,0,3000000.0
2500.0,5,3,3,99,99,2812500.0
317.0,9,3,1,99,99,555770.0
317.0,4,3,2,22,3,2131800.0
343.0,3,3,3,3,0,3502500.0
615.0,6,5,2,4,0,5984000.0
261.0,5,4,1,99,99,969800.0
563.0,4,3,3,5,0,4500000.0
391.0,7,3,2,3,0,2325000.0
128.0,3,2,0,99,99,620000.0
286.0,8,2,1,99,99,804100.0
200.0,3,3,1,2,0,1000000.0
1030.0,4,4,4,4,0,11059000.0
247.0,2,2,0,0,0,2142000.0
330.0,4,4,4,99,99,1665000.0
805.0,3,2,5,4,0,6715000.0
445.0,3,2,0,3,0,2957000.0
1265.0,3,3,4,4,0,14060000.0
687.0,4,4,5,23,3,6845000.0
243.0,0,2,2,4,0,1580000.0
925.0,3,2,5,4,0,12950000.0
528.0,4,4,4,4,0,8625000.0
261.0,4,3,2,9,1,1342800.0
1140.0,4,4,4,22,3,3034000.0
1273.0,4,4,3,5,0,5887500.0
450.0,4,5,2,5,0,2473800.0
255.0,6,5,1,2,0,1250000.0
621.0,5,6,2,99,99,2956300.0
600.0,0,4,4,99,99,1112280.0
846.0,5,5,6,4,0,10657000.0
247.0,4,3,2,3,0,2190400.0
445.0,0,4,5,4,0,7870000.0
19802.0,0,3,10,99,99,2786280.0
125.0,4,4,2,99,99,596600.0
400.0,4,5,4,99,99,2394810.0
585.0,4,6,2,5,0,4464000.0
170.0,5,4,2,99,99,1813000.0
215.0,5,4,2,99,99,1911000.0
90.0,4,2,0,99,99,456000.0
294.0,4,4,2,5,0,1665000.0
6839.0,5,5,12,99,99,3344280.0
166.0,4,3,1,5,0,1312500.0
104.0,4,4,4,99,99,1098900.0
300.0,3,4,2,5,0,1865000.0
200.0,3,3,3,99,99,510600.0
191.0,3,3,2,5,0,1221000.0
188.0,4,3,3,99,99,1484280.0
350.0,5,0,0,1,0,4301000.0
1440.0,5,4,2,5,0,6249600.0
225.0,4,4,3,99,99,1496000.0
150.0,10,6,1,18,3,975000.0
380.0,5,6,5,4,0,4180000.0
12334.0,0,0,0,99,99,1484280.0
1196.0,6,5,2,5,0,3562500.0
1400.0,4,5,4,5,0,5180000.0
120.0,2,2,0,16,2,439110.0
280.0,6,3,2,26,4,780000.0
160.0,3,3,1,99,99,477300.0
160.0,4,4,2,99,99,937500.0
231.0,5,4,0,28,4,850707.0
226.0,4,5,4,2,0,2137500.0
400.0,4,3,2,2,0,3187500.0
468.0,3,2,2,2,0,2250000.0
165.0,3,2,0,9,1,862500.0
199.0,4,3,2,2,0,1500000.0
360.0,5,4,2,3,0,2428200.0
130.0,9,5,0,99,99,1083000.0
367.0,5,3,2,2,0,2090000.0
950.0,5,3,3,2,0,11220000.0
240.0,5,4,0,13,2,1687500.0
231.0,8,4,0,18,3,993750.0
511.0,5,4,2,5,0,2700000.0
999.0,3,2,4,5,0,3112500.0
429.0,11,11,4,99,99,1275000.0
335.0,4,3,1,5,0,2088800.0
302.0,4,5,2,5,0,2100000.0
612.0,5,4,3,5,0,2343750.0
338.0,10,6,1,9,1,1318800.0
593.0,5,6,4,5,0,2996250.0
1274.0,4,3,3,5,0,5562000.0
1225.0,5,3,4,5,0,2128000.0
171.0,5,4,1,2,0,897336.0
375.0,4,3,3,4,0,4500000.0
350.0,7,8,3,99,99,1975000.0
150.0,6,4,0,99,99,335700.0
279.0,4,2,2,2,0,1920000.0
48.0,4,3,1,99,99,475000.0
148.0,6,3,2,7,1,1309000.0
206.0,3,3,1,20,3,925000.0
2890.0,4,5,6,2,0,15162000.0
150.0,7,4,2,17,2,566500.0
284.0,4,3,2,2,0,2508312.0
212.0,5,4,2,99,99,1125000.0
220.0,5,3,0,16,2,564000.0
147.0,5,3,2,17,2,607500.0
250.0,4,4,2,99,99,862500.0
250.0,5,4,2,22,3,1892000.0
303.0,3,3,3,2,0,1687000.0
164.0,6,2,1,17,2,688500.0
438.0,4,3,1,4,0,2433750.0
245.0,6,3,1,99,99,758500.0
3200.0,7,0,7,2,0,32560000.0
290.0,4,4,2,3,0,3441000.0
145.0,2,0,3,18,3,442500.0
320.0,4,4,2,5,0,1927663.0
877.0,5,5,2,2,0,3752100.0
319.0,4,3,2,1,0,2085000.0
302.0,6,5,2,2,0,1762500.0
351.0,0,5,2,9,1,2043750.0
1004.0,3,3,4,5,0,3685000.0
645.0,3,6,2,5,0,3200000.0
1176.0,5,4,10,5,0,9387400.0
123.0,5,3,1,5,0,1305500.0
257.0,6,7,0,15,2,525990.0
200.0,8,7,1,2,0,1591000.0
200.0,5,3,2,27,4,1159400.0
450.0,4,3,2,2,0,2692000.0
485.0,0,0,0,1,0,4625000.0
350.0,3,3,3,4,0,1564000.0
239.0,5,0,0,1,0,1613200.0
157.0,5,3,1,99,99,985805.0
320.0,4,3,3,4,0,2432000.0
3021.0,4,4,10,5,0,10145000.0
814.0,3,3,3,5,0,3573000.0
1150.0,4,4,4,5,0,14399000.0
662.0,4,3,3,5,0,2560000.0
117.0,11,2,0,99,99,559500.0
2500.0,8,6,8,2,0,12000000.0
1700.0,3,2,4,5,0,4768500.0
350.0,7,8,3,99,99,1875000.0
321.0,3,3,3,2,0,2954600.0
250.0,4,3,2,2,0,2431000.0
755.0,4,3,0,2,0,5617200.0
600.0,5,4,2,5,0,1466400.0
288.0,4,2,2,5,0,1896200.0
128.0,4,3,0,99,99,800000.0
480.0,2,5,0,99,99,999000.0
841.0,5,5,8,4,0,6475000.0
900.0,3,2,3,5,0,2861100.0
309.0,10,4,4,1,0,2288000.0
450.0,4,4,3,5,0,4301000.0
1450.0,7,4,10,99,99,1670000.0
856.0,35,36,3,99,99,1600000.0
643.0,4,4,2,2,0,3515000.0
150.0,4,2,0,99,99,300000.0
175.0,6,5,1,17,2,543087.0
90.0,4,0,1,99,99,290940.0
160.0,6,3,1,20,3,895000.0
480.0,5,5,3,4,0,4474400.0
203.0,4,2,1,9,1,1309000.0
400.0,6,3,3,6,1,3655000.0
350.0,5,3,2,5,0,2570400.0
120.0,2,0,1,18,3,310800.0
455.0,4,3,4,4,0,5184700.0
212.0,6,4,1,22,3,1264800.0
300.0,6,7,4,22,3,1480000.0
225.0,3,0,2,3,0,1950000.0
580.0,4,3,3,4,0,4110260.0
260.0,5,5,1,99,99,732600.0
228.0,4,2,2,4,0,2238000.0
90.0,4,3,0,99,99,428030.0
1424.0,4,4,4,22,3,3553000.0
152.0,8,4,2,11,1,1365300.0
440.0,7,7,2,99,99,518000.0
1050.0,12,16,6,3,0,5785650.0
300.0,4,3,2,3,0,2590000.0
623.0,18,12,1,17,2,1481250.0
397.0,10,0,0,3,0,3700000.0
7500.0,5,5,8,99,99,1995000.0
236.0,4,3,2,5,0,2454500.0
162.0,4,3,0,16,2,556500.0
272.0,4,2,2,22,3,900600.0
169.0,12,3,1,22,3,557260.0
1014.0,4,3,8,5,0,4136000.0
279.0,4,3,2,2,0,1846000.0
200.0,6,4,0,99,99,1523000.0
230.0,5,4,3,8,1,974000.0
300.0,4,3,5,32,5,1173986.0
294.0,6,2,6,9,1,1481250.0
360.0,5,2,2,2,0,1861270.0
1025.0,5,4,5,5,0,2926350.0
478.0,7,7,4,27,4,1168700.0
300.0,5,3,4,99,99,678860.0
229.0,4,2,1,34,5,376000.0
227.0,4,4,2,4,0,2270697.0
250.0,6,3,0,3,0,1417500.0
174.0,3,3,5,4,0,1824000.0
130.0,4,3,2,99,99,764650.0
220.0,3,3,1,18,3,472500.0
340.0,8,9,0,99,99,969800.0
360.0,6,4,0,99,99,566200.0
150.0,4,2,0,99,99,681990.0
420.0,6,4,1,2,0,908200.0
660.0,5,5,4,1,0,3663000.0
1035.0,5,4,4,5,0,3647100.0
401.0,5,5,6,4,0,2775000.0
128.0,3,3,0,99,99,750000.0
319.0,4,5,3,5,0,2590000.0
170.0,6,7,2,99,99,781000.0
300.0,3,3,2,5,0,2043750.0
264.0,4,4,2,99,99,949000.0
1762.0,5,3,10,99,99,1833300.0
192.0,7,4,2,5,0,1324600.0
280.0,3,2,6,3,0,2682500.0
226.0,7,3,1,27,4,900000.0
1047.0,4,7,4,5,0,6350000.0
304.0,3,2,1,2,0,950900.0
370.0,4,4,1,9,1,1487400.0
160.0,4,2,1,18,3,561000.0
1450.0,4,0,1,5,0,4299850.0
120.0,6,6,1,16,2,559500.0
326.0,8,6,2,2,0,2805000.0
603.0,4,6,10,5,0,4476000.0
477.0,4,3,2,3,0,3008000.0
198.0,3,3,2,2,0,1175000.0
396.0,5,3,2,4,0,3268000.0
1118.0,3,2,2,32,5,1766400.0
464.0,8,5,3,5,0,2244000.0
404.0,5,6,2,3,0,2257000.0
378.0,5,5,2,4,0,4425000.0
140.0,4,0,1,9,1,751498.0
409.0,5,3,1,3,0,1650000.0
230.0,11,5,1,99,99,800000.0
140.0,6,3,1,2,0,1073000.0
953.0,0,0,0,2,0,7087000.0
240.0,6,3,0,99,99,480000.0
215.0,4,2,1,2,0,1309000.0
100.0,8,3,0,99,99,363750.0
798.0,10,6,10,1,0,5343400.0
498.0,8,6,2,11,1,2850000.0
342.0,7,6,1,7,1,1794400.0
150.0,5,3,0,6,1,617837.0
105.0,3,3,1,9,1,600000.0
1024.0,3,3,3,22,3,3019913.0
600.0,4,4,4,99,99,742500.0
205.0,5,5,1,26,4,1017500.0
140.0,11,4,0,99,99,971550.0
230.0,4,4,2,5,0,1420000.0
399.0,4,4,2,2,0,3720000.0
782.0,3,4,2,2,0,3356640.0
1099.0,3,2,3,5,0,4125000.0
578.0,7,7,5,3,0,3600000.0
615.0,5,4,3,5,0,3660000.0
128.0,4,3,0,99,99,680400.0
175.0,4,2,2,99,99,1600000.0
160.0,1,0,1,18,3,421875.0
155.0,4,3,1,11,1,1466530.0
350.0,4,4,2,4,0,2069000.0
360.0,7,3,1,99,99,2220000.0
300.0,6,6,4,2,0,2242000.0
249.0,4,3,2,5,0,1380000.0
200.0,3,3,3,2,0,1360000.0
1450.0,0,3,4,5,0,4300000.0
1020.0,4,2,2,5,0,4687500.0
300.0,3,4,2,4,0,2590000.0
180.0,0,2,0,99,99,243565.0
180.0,4,2,0,9,1,600000.0
360.0,0,0,0,4,0,2090500.0
165.0,4,2,1,6,1,996960.0
523.0,5,5,0,23,3,1509122.0
169.0,5,4,1,2,0,932500.0
280.0,7,5,3,99,99,1036000.0
223.0,4,3,2,5,0,1380000.0
320.0,4,3,1,99,99,669600.0
140.0,6,3,1,9,1,1050000.0
237.0,3,2,2,3,0,2584000.0
150.0,3,2,2,25,4,481558.0
1352.0,6,4,3,22,3,4107000.0
244.0,6,4,1,18,3,1268200.0
111.0,4,3,2,15,2,678600.0
285.0,0,0,0,2,0,1406000.0
1256.0,4,5,3,99,99,2216000.0
391.0,7,4,1,0,0,3337500.0
279.0,4,5,2,4,0,4125000.0
410.0,3,3,1,99,99,741000.0
235.0,3,2,3,24,4,722000.0
299.0,5,5,2,26,4,1785000.0
246.0,5,4,1,27,4,1068750.0
172.0,4,2,1,3,0,1566600.0
300.0,3,3,3,22,3,913000.0
330.0,5,4,5,9,1,1940000.0
200.0,13,7,0,99,99,1158000.0
4930.0,4,5,30,5,0,20000000.0
170.0,0,4,2,99,99,521250.0
557.0,7,6,3,25,4,1855000.0
346.0,5,3,2,22,3,2113100.0
703.0,4,3,2,1,0,4255000.0
260.0,3,3,3,5,0,1492000.0
160.0,6,5,3,99,99,1050000.0
320.0,12,6,1,20,3,519860.0
800.0,0,9,10,4,0,11156250.0
250.0,4,3,1,9,1,1413600.0
202.0,3,2,1,3,0,1312500.0
231.0,4,3,1,99,99,1370160.0
292.0,6,3,1,5,0,1353476.0
350.0,10,5,2,99,99,475000.0
720.0,7,6,2,2,0,2155509.0
387.0,3,3,2,5,0,1976000.0
405.0,4,4,4,3,0,3162000.0
191.0,4,2,1,3,0,1596000.0
150.0,4,4,2,13,2,1181250.0
244.0,4,4,2,99,99,1469400.0
222.0,7,3,0,6,1,1350000.0
313.0,4,3,2,5,0,1830000.0
600.0,4,6,5,22,3,2925000.0
200.0,6,3,2,28,4,604500.0
315.0,5,3,2,2,0,1489150.0
580.0,4,3,2,3,0,4988625.0
228.0,4,2,2,4,0,2250000.0
188.0,4,2,2,28,4,857900.0
420.0,4,3,1,3,0,2166000.0
244.0,5,5,2,99,99,2080000.0
320.0,4,2,2,9,1,1219200.0
313.0,4,4,2,99,99,1319500.0
186.0,4,3,2,99,99,638400.0
1850.0,3,3,7,5,0,19875000.0
191.0,5,3,3,5,0,1454700.0
342.0,3,2,2,2,0,1943655.0
96.0,0,2,0,17,2,314500.0
215.0,5,2,0,18,3,461250.0
108.0,4,2,1,99,99,343800.0
180.0,0,0,0,99,99,287820.0
450.0,4,3,4,5,0,3665200.0
125.0,3,2,2,99,99,1071600.0
1110.0,4,3,2,5,0,5565000.0
120.0,2,2,1,99,99,204050.0
1130.0,4,4,4,5,0,5049000.0
400.0,4,5,3,5,0,1136000.0
2799.0,4,2,6,99,99,1993000.0
363.0,5,5,1,2,0,1032000.0
230.0,8,3,1,22,3,631600.0
3350.0,5,4,8,2,0,9375000.0
5250.0,3,5,10,5,0,19875000.0
300.0,6,3,1,99,99,375000.0
1650.0,12,10,8,5,0,5180000.0
278.0,3,2,2,28,4,600000.0
250.0,3,2,2,8,1,1398600.0
320.0,4,2,6,5,0,2180800.0
1962.0,4,3,5,5,0,7900000.0
1000.0,4,4,5,5,0,3071000.0
164.0,5,3,0,9,1,963900.0
115.0,3,2,0,3,0,820600.0
468.0,6,3,2,3,0,3185180.0
1247.0,6,4,3,32,5,3250800.0
197.0,4,3,1,6,1,1900000.0
312.0,4,3,2,5,0,1959100.0
200.0,4,3,2,2,0,1273000.0
1467.0,5,3,4,5,0,6350400.0
168.0,3,2,1,2,0,1327700.0
220.0,3,3,2,7,1,1372400.0
120.0,1,0,0,16,2,372400.0
359.0,0,0,0,99,99,1112150.0
4036.0,3,4,4,99,99,1645000.0
317.0,6,6,3,24,4,3221500.0
181.0,3,4,2,4,0,2381250.0
100.0,3,3,3,99,99,527000.0
238.0,4,4,2,2,0,1890000.0
594.0,4,5,3,5,0,3288600.0
420.0,11,4,7,4,0,3119500.0
172.0,6,0,0,99,99,465000.0
200.0,3,4,2,25,4,481320.0
353.0,5,2,2,4,0,5288800.0
45.0,6,4,0,13,2,1360800.0
1000.0,6,6,0,99,99,1865000.0
120.0,7,2,0,99,99,857900.0
769.0,4,3,3,5,0,3638000.0
351.0,3,3,2,2,0,1762000.0
220.0,3,4,2,5,0,1417400.0
269.0,4,6,2,99,99,1487820.0
791.0,4,3,0,5,0,2618000.0
190.0,5,4,1,5,0,1460000.0
181.0,8,5,1,2,0,1406000.0
1021.0,3,3,4,22,3,2555900.0
120.0,3,2,0,99,99,574500.0
255.0,8,3,1,99,99,754110.0
450.0,2,3,2,99,99,627000.0
243.0,5,4,1,15,2,1102000.0
108.0,3,2,1,99,99,230000.0
2595.0,4,5,7,99,99,1502000.0
449.0,4,3,2,5,0,2294000.0
533.0,4,4,4,4,0,9196800.0
343.0,4,4,3,3,0,3442950.0
1026.0,6,0,10,5,0,6937500.0
143.0,4,3,0,15,2,314500.0
84.0,3,3,1,22,3,651100.0
124.0,3,3,2,24,4,744900.0
294.0,5,3,2,5,0,1719000.0
729.0,4,6,3,5,0,3515000.0
450.0,5,6,3,5,0,4255000.0
246.0,4,3,2,3,0,2062500.0
219.0,5,4,2,9,1,1096200.0
300.0,5,4,4,1,0,2462000.0
600.0,4,4,4,5,0,3596400.0
198.0,12,5,1,18,3,742500.0
195.0,5,2,1,3,0,1872000.0
89.0,4,4,0,17,2,451512.0
231.0,7,5,2,99,99,831235.0
322.0,5,4,5,1,0,2200000.0
1189.0,4,6,8,5,0,4850400.0
234.0,4,4,2,99,99,817000.0
140.0,0,0,0,3,0,1032300.0
480.14,4,3,1,5,0,8140000.0
150.0,3,3,1,16,2,314500.0
90.0,5,3,0,99,99,347800.0
124.56,3,1,0,99,99,222000.0
352.1,8,5,1,99,99,1180300.0
206.21,4,2,1,20,3,977910.0
350.0,12,5,1,13,2,2590000.0
203.97,6,6,0,31,5,462500.0
390.0,4,2,4,3,0,2516000.0
230.0,4,4,1,99,99,943500.0
183.09,0,0,0,99,99,2220000.0
264.0,6,7,1,99,99,814000.0
150.0,2,1,0,17,2,199800.0
220.0,5,3,2,99,99,1017500.0
232.26,6,3,1,35,5,508500.0
1017.6,0,0,0,99,99,451814.0
112.91,6,6,0,99,99,1061900.0
58.0,3,2,0,99,99,210000.0
492.0,8,3,2,3,0,3311500.0
200.0,6,3,0,16,2,473600.0
139.5,3,2,1,99,99,351500.0
228.5,5,3,1,22,3,999000.0
46.2,3,1,0,99,99,259000.0
227.2,4,4,0,99,99,1184000.0
82.52,3,2,1,99,99,257890.0
80.0,2,1,0,99,99,277500.0
170.0,0,3,3,99,99,1998000.0
0.0,0,0,0,99,99,199800.0
250.0,6,2,1,99,99,425500.0
282.15,6,3,1,2,0,2164500.0
333.62,9,9,1,99,99,555000.0
200.0,6,3,1,16,2,351500.0
30.0,1,1,1,99,99,50000.0
100.0,3,3,1,99,99,444000.0
326.73,5,5,3,99,99,1110000.0
180.0,4,3,0,99,99,1036000.0
350.0,6,4,1,1,0,1924000.0
0.0,8,0,0,99,99,2960000.0
295.0,3,2,1,99,99,444000.0
160.0,6,6,0,99,99,436600.0
550.0,4,3,0,17,2,1443000.0
342.75,5,3,1,2,0,1554000.0
83.0,2,1,0,99,99,259000.0
100.0,0,0,0,99,99,196100.0
240.0,7,2,1,99,99,703000.0
150.0,2,2,0,99,99,449205.0
307.0,4,4,2,20,3,1106300.0
130.2,3,1,1,33,5,732600.0
294.35,6,6,1,99,99,777000.0
150.0,4,1,2,99,99,592000.0
313.0,9,3,2,99,99,2442000.0
238.0,4,3,2,2,0,1295000.0
67.5,2,1,2,99,99,296000.0
0.0,0,0,0,99,99,1387500.0
274.47,5,2,0,99,99,319000.0
203.87,7,4,0,99,99,1332000.0
360.0,8,5,1,2,0,962000.0
150.0,4,2,1,99,99,1110000.0
362.96,5,0,1,1,0,2960000.0
80.0,3,1,0,99,99,518000.0
400.0,6,6,0,99,99,500000.0
91.5,3,2,1,1,0,851000.0
120.0,3,2,1,5,0,1183630.0
197.0,0,0,0,99,99,777000.0
115.0,7,7,1,99,99,906500.0
173.0,7,4,2,30,5,1813000.0
213.77,3,2,1,99,99,684500.0
279.0,9,3,2,99,99,555000.0
213.0,5,3,0,33,5,851000.0
50.0,2,1,1,99,99,462500.0
144.87,4,2,1,99,99,247900.0
0.0,4,2,0,99,99,536500.0
400.0,7,7,1,99,99,532800.0
106.3,2,1,0,99,99,203500.0
0.0,0,0,0,99,99,184618.0
2500.0,0,0,0,28,4,2146000.0
1860.0,4,8,0,99,99,1776000.0
46.95,3,1,0,16,2,481000.0
335.0,0,4,4,99,99,1036000.0
346.59,9,6,1,99,99,851000.0
214.2,8,3,1,2,0,980500.0
210.0,4,3,0,99,99,444000.0
300.0,8,4,0,11,1,1554000.0
225.87,0,0,0,2,0,1665000.0
208.88,6,4,1,34,5,925000.0
120.0,6,2,0,17,2,647500.0
80.0,3,1,0,99,99,888000.0
280.0,5,2,0,20,3,980500.0
278.66,5,6,4,99,99,1295000.0
244.0,5,3,0,34,5,1295000.0
225.5,0,0,0,99,99,2221439.0
120.0,4,2,1,32,5,370000.0
177.49,5,3,0,99,99,555000.0
170.27,3,1,0,99,99,481000.0
241.0,4,3,1,17,2,425500.0
428.0,13,12,3,1,0,2775000.0
350.0,13,8,1,99,99,1239500.0
174.0,3,2,2,99,99,684500.0
240.0,5,3,1,99,99,407000.0
224.6,5,2,1,99,99,725200.0
930.0,5,5,4,5,0,3700000.0
280.0,6,2,1,99,99,518000.0
120.0,3,1,1,33,5,653323.0
1300.0,12,12,10,28,4,9250000.0
35.0,1,1,0,99,99,60000.0
182.94,4,1,1,9,1,1054500.0
100.0,7,3,1,17,2,573500.0
283.0,7,2,1,16,2,416250.0
111.66,4,4,2,99,99,851000.0
290.0,5,3,2,5,0,1369000.0
78.0,2,1,2,16,2,303400.0
119.0,4,2,0,30,5,962000.0
450.0,18,6,1,99,99,555000.0
312.0,19,3,0,99,99,1036000.0
278.08,0,0,0,99,99,1813000.0
389.0,3,5,4,99,99,2220000.0
5.0,0,0,0,99,99,370000.0
235.0,0,0,0,99,99,592000.0
200.0,4,0,0,11,1,1554000.0
700.0,10,6,2,1,0,2775000.0
241.87,5,3,3,5,0,1517000.0
260.0,6,4,3,99,99,265000.0
800.0,17,10,4,99,99,1036000.0
160.0,6,4,0,17,2,444000.0
600.0,0,0,0,99,99,1295000.0
163.0,6,1,0,99,99,277500.0
210.0,3,2,0,99,99,1776000.0
265.0,6,2,1,14,2,888000.0
390.0,16,12,1,33,5,1073000.0
391.0,0,0,0,35,5,777000.0
82.0,7,5,0,99,99,795500.0
425.0,6,3,2,2,0,2090500.0
183.31,5,2,0,20,3,481000.0
15.0,0,0,0,99,99,358900.0
60.0,3,1,3,99,99,362600.0
150.0,4,2,0,99,99,166500.0
873.22,20,13,0,20,3,1258000.0
541.2,12,8,0,2,0,703000.0
390.42,4,6,2,99,99,2590000.0
220.0,9,4,0,99,99,555000.0
202.0,5,4,4,28,4,814000.0
91.5,4,2,6,99,99,1443000.0
640.0,16,0,0,99,99,666000.0
302.0,4,4,3,5,0,4033000.0
165.0,0,0,0,99,99,1054500.0
150.0,6,3,0,99,99,444000.0
310.4,7,7,1,34,5,573500.0
90.0,4,2,0,99,99,288600.0
311.89,12,4,1,30,5,962.0
395.62,5,4,2,5,0,2516000.0
195.0,5,2,1,99,99,851000.0
120.31,2,2,0,99,99,180000.0
393.0,5,5,2,5,0,2405000.0
537.65,18,7,0,99,99,721500.0
443.0,12,8,2,9,1,2220000.0
268.0,3,3,2,99,99,925000.0
240.0,4,2,4,99,99,851000.0
137.08,3,3,2,2,0,1517000.0
296.0,6,4,3,9,1,1554000.0
252.0,6,4,1,9,1,1613200.0
150.0,4,3,0,99,99,333000.0
346.0,9,5,0,99,99,721500.0
640.0,13,5,0,99,99,1406000.0
150.0,6,3,1,9,1,684500.0
228.0,9,6,2,9,1,1665000.0
313.0,0,0,0,1,0,2146000.0
215.0,5,5,5,26,4,814000.0
254.0,4,3,0,99,99,1665000.0
0.0,7,8,1,99,99,740000.0
200.0,0,0,0,17,2,880600.0
220.8,7,4,0,17,2,666000.0
332.0,7,4,0,99,99,536500.0
235.0,4,3,1,10,1,1694600.0
295.0,3,3,3,5,0,2701000.0
200.7,5,5,1,99,99,592000.0
136.0,5,4,2,9,1,1554000.0
290.0,6,5,2,99,99,1665000.0
100.0,0,0,0,99,99,647500.0
381.0,5,4,1,99,99,666000.0
119.8,4,2,1,99,99,629000.0
140.0,4,3,0,99,99,629000.0
200.0,4,5,0,99,99,1302400.0
529.0,14,7,1,34,5,777000.0
99.0,4,2,0,33,5,222000.0
350.0,0,0,0,99,99,1443000.0
240.0,10,3,0,99,99,4440000.0
400.0,13,15,0,3,0,3071000.0
300.0,6,3,2,7,1,1480000.0
311.86,7,4,2,20,3,1054500.0
183.29,4,3,1,99,99,795500.0
260.0,10,3,1,99,99,662300.0
320.0,5,0,0,34,5,666000.0
262.0,8,2,1,20,3,851000.0
826.55,12,6,10,11,1,3700000.0
345.0,5,5,2,9,1,736300.0
325.0,5,5,2,99,99,1406000.0
105.45,2,2,1,99,99,536500.0
306.8,3,2,1,99,99,1165500.0
545.05,8,0,0,20,3,1295000.0
230.0,7,3,1,7,1,1261700.0
216.1,6,5,2,35,5,1073000.0
280.0,0,0,0,99,99,8880000.0
235.0,2,1,0,99,99,869500.0
302.0,6,5,1,17,2,666000.0
200.44,5,3,0,99,99,388500.0
203.29,5,3,0,99,99,351500.0
246.0,8,3,1,99,99,806600.0
225.0,6,4,2,2,0,1376400.0
282.23,3,4,2,2,0,1635000.0
0.0,5,4,1,99,99,1554000.0
