Área Total,Dormitorios,Baños,Estacionamiento,Zona_num,Municipio_num,Precio Venta
525.0,4,5,2,4,0,6441000.0
240.0,5,2,2,2,0,1349625.0
170.0,0,3,3,5,0,1253000.0
290.0,4,3,1,99,99,1328300.0
250.0,3,4,2,2,0,2185000.0
700.0,4,5,3,5,0,3039620.0
576.0,6,3,4,4,0,3811000.0
450.0,9,3,0,3,0,3400000.0
120.0,5,3,0,16,2,568500.0
312.0,5,3,2,3,0,2220000.0
300.0,5,5,0,3,0,7210500.0
360.0,4,4,3,5,0,2127500.0
600.0,12,8,2,28,4,980400.0
600.0,6,6,5,99,99,900000.0
414.0,6,4,2,99,99,2123929.0
300.0,4,2,2,2,0,1840000.0
342.0,4,4,3,2,0,1979500.0
265.0,5,3,3,34,5,1022300.0
183.0,7,4,1,18,3,637125.0
162.0,3,3,0,99,99,999580.0
500.0,3,3,2,5,0,2625000.0
208.0,5,4,0,5,0,688000.0
600.0,5,4,4,1,0,4732000.0
510.0,5,4,2,3,0,4675000.0
232.0,4,2,3,2,0,1323000.0
241.0,4,3,2,99,99,1346000.0
116.0,2,0,1,99,99,487500.0
1346.0,28,6,6,18,3,3716280.0
93.0,4,3,0,99,99,1017900.0
1000.0,7,5,8,99,99,1061200.0
90.0,1,0,0,99,99,135000.0
397.0,4,4,2,4,0,3551000.0
171.0,5,5,1,2,0,1875000.0
560.0,5,0,4,3,0,5700000.0
500.0,3,4,1,22,3,569650.0
177.0,2,0,0,21,3,332640.0
172.0,2,2,1,28,4,780000.0
600.0,18,18,2,3,0,5670000.0
120.0,2,2,2,99,99,380000.0
44.0,2,0,0,18,3,162970.0
550.0,4,4,2,4,0,7596200.0
360.0,4,2,2,3,0,2179300.0
160.0,15,14,1,99,99,526810.0
562.0,3,4,4,5,0,2999590.0
117.0,3,2,3,6,1,1075000.0
220.0,7,4,2,99,99,978750.0
382.0,8,5,2,1,0,2774000.0
300.0,0,0,0,1,0,2220000.0
982.0,4,4,4,5,0,7896000.0
150.0,4,3,3,26,4,712500.0
1000.0,3,3,4,5,0,3591000.0
200.0,7,0,0,99,99,1500000.0
196.0,4,4,2,99,99,691900.0
270.0,5,2,2,34,5,1026000.0
206.0,3,3,0,34,5,475000.0
134.0,4,2,0,9,1,448125.0
100.0,2,2,0,99,99,241000.0
205.0,3,3,0,99,99,353400.0
147.0,3,3,1,5,0,1203000.0
300.0,4,0,0,3,0,1596000.0
167.0,8,8,1,18,3,1424250000.0
628.0,4,6,3,2,0,3299330.0
124.0,3,2,0,4,0,855000.0
400.0,4,4,3,4,0,3200000.0
283.0,3,2,2,2,0,3111900.0
506.0,5,6,3,99,99,1230900.0
159.0,6,5,1,99,99,1379400.0
120.0,6,4,1,13,2,1077300.0
80.0,3,2,0,14,2,495000.0
90.0,6,3,1,99,99,555000.0
3100.0,5,6,7,2,0,28125000.0
200.0,3,3,1,99,99,738000.0
1100.0,4,2,2,22,3,2850000.0
534.0,4,3,2,5,0,2590000.0
426.0,6,3,4,4,0,4500000.0
200.0,4,2,2,2,0,1554000.0
150.0,5,3,0,17,2,289938.0
181.0,2,0,1,3,0,1575000.0
300.0,5,3,2,3,0,2018727.0
600.0,6,4,3,2,0,2664000.0
418.0,5,3,2,99,99,2962500.0
460.0,4,3,2,99,99,1342500.0
120.0,2,0,0,17,2,152000.0
540.0,4,4,5,5,0,1743400.0
300.0,4,3,4,2,0,2348900.0
1050.0,4,4,5,5,0,4500000.0
423.0,13,13,0,9,1,1641600.0
272.0,6,5,2,99,99,885900.0
280.0,4,3,1,99,99,947500.0
200.0,4,3,1,5,0,1162500.0
275.0,0,2,1,7,1,1561000.0
240.0,5,0,2,3,0,2996000.0
220.0,5,5,1,18,3,568500.0
685.0,4,4,2,2,0,3570500.0
1091.0,5,4,4,2,0,5550000.0
300.0,4,4,4,2,0,2035000.0
160.0,4,3,1,2,0,1424500.0
277.0,6,4,1,18,3,666000.0
156.0,4,5,4,99,99,592000.0
377.0,5,3,2,8,1,2960000.0
358.0,5,4,3,23,3,1665000.0
224.0,5,5,1,18,3,551300.0
245.0,0,0,2,22,3,740000.0
110.0,4,0,0,99,99,185000.0
358.0,5,4,0,23,3,1665000.0
139.0,6,3,0,99,99,388500.0
310.0,6,8,1,20,3,643800.0
675.0,3,3,6,1,0,4773000.0
240.0,6,5,3,99,99,1813000.0
1100.0,8,4,12,26,4,1073000.0
264.0,5,3,0,9,1,660000.0
200.0,7,3,1,99,99,1110000.0
1016.0,4,3,4,5,0,3885000.0
140.0,4,2,0,27,4,758500.0
200.0,3,2,0,99,99,488070.0
400.0,5,4,1,7,1,2090000.0
200.0,5,3,1,99,99,629000.0
160.0,7,3,0,99,99,814000.0
67.0,4,5,2,5,0,1110000.0
300.0,4,4,2,4,0,3675000.0
93.0,3,0,0,5,0,1476300.0
136.0,6,3,2,9,1,980500.0
158.0,12,6,1,20,3,1184000.0
102.0,4,4,2,99,99,551300.0
162.0,4,2,2,99,99,1098000.0
56.0,4,0,0,99,99,203500.0
100.0,4,4,1,99,99,1036000.0
160.0,4,3,2,23,3,950900.0
160.0,7,2,1,99,99,684500.0
300.0,6,6,2,26,4,884300.0
120.0,6,3,0,99,99,140600.0
128.0,5,3,1,99,99,314500.0
431.0,7,4,1,18,3,777000.0
300.0,5,4,0,22,3,1106300.0
3000.0,6,4,4,99,99,1665000.0
200.0,3,2,2,99,99,625300.0
120.0,3,0,1,99,99,444000.0
25.0,2,2,0,18,3,218300.0
1919.0,0,30,0,8,1,59200000.0
145.0,3,2,0,28,4,468000.0
333.0,4,3,0,5,0,1980000.0
2700.0,80,20,4,99,99,9990000.0
300.0,10,4,4,99,99,1017500.0
162.0,5,4,0,27,4,591480.0
135.0,4,3,2,99,99,758500.0
132.0,4,3,0,24,4,370260.0
165.0,5,2,0,20,3,623200.0
300.0,4,3,0,99,99,444000.0
120.0,5,4,1,99,99,444000.0
204.0,11,15,0,20,3,1295000.0
300.0,7,6,0,18,3,699633.0
180.0,3,2,0,9,1,706700.0
400.0,3,3,0,99,99,884510.0
476.0,3,3,4,5,0,2210750.0
440.0,3,3,2,99,99,1295000.0
144.0,2,0,1,16,2,510600.0
1138.0,6,5,5,5,0,5920000.0
1317.0,6,6,4,5,0,5550000.0
120.0,2,0,1,99,99,425500.0
1281.0,4,4,5,5,0,5735000.0
1440.0,6,4,4,5,0,6216000.0
500.0,0,0,0,99,99,832500.0
166.0,25,26,0,99,99,1106300.0
1985.0,8,8,5,99,99,888000.0
263.0,3,3,1,16,2,281200.0
2500.0,10,8,6,5,0,9250000.0
234.0,3,3,3,4,0,2331000.0
258.0,15,9,1,18,3,637500.0
200.0,3,2,0,99,99,588300.0
600.0,5,4,2,28,4,1357900.0
384.0,4,4,2,28,4,1110000.0
280.0,7,5,0,99,99,444000.0
465.0,7,3,0,99,99,3104200.0
512.0,7,5,1,99,99,1836000.0
120.0,3,2,0,9,1,736300.0
5500.0,12,12,0,28,4,9250000.0
162.0,2,0,0,99,99,370000.0
752.0,8,6,0,20,3,4125000.0
174.0,10,5,0,20,3,1330000.0
90.0,2,2,0,99,99,444000.0
120.0,3,2,2,99,99,1147000.0
140.0,6,4,1,99,99,444000.0
160.0,0,0,0,21,3,222000.0
120.0,6,3,1,18,3,693000.0
572.0,8,8,8,99,99,1332000.0
270.0,3,0,1,3,0,2852250.0
246.0,4,2,2,99,99,557856.0
270.0,6,3,2,25,4,864000.0
144.0,5,3,1,16,2,555000.0
90.0,10,5,1,16,2,481000.0
98.0,3,0,0,99,99,206000.0
252.0,12,8,0,18,3,1221000.0
200.0,0,0,0,16,2,277500.0
200.0,6,6,4,26,4,832200.0
160.0,14,8,0,21,3,587560.0
105.0,13,9,1,28,4,547600.0
103.0,5,3,0,16,2,592000.0
200.0,4,5,1,26,4,1665000.0
153.0,6,4,1,99,99,699200.0
156.0,15,13,0,18,3,1104000.0
120.0,7,2,1,16,2,351500.0
252.0,0,0,0,13,2,1420000.0
101.0,0,0,0,99,99,116480.0
1200.0,3,2,3,99,99,814000.0
250.0,5,3,2,2,0,2220000.0
432.0,6,3,2,3,0,3071000.0
125.0,4,2,1,16,2,296000.0
85.0,6,3,0,99,99,555000.0
120.0,5,3,1,99,99,481000.0
115.0,4,4,1,99,99,666000.0
129.0,5,2,2,16,2,490200.0
180.0,3,2,0,99,99,333000.0
171.0,3,2,0,99,99,758500.0
200.0,0,0,0,99,99,773300.0
220.0,4,2,1,2,0,1739000.0
267.0,4,2,2,3,0,2475000.0
1138.0,3,2,0,99,99,1036000.0
168.0,4,2,0,22,3,703000.0
112.0,6,2,0,99,99,444000.0
90.0,5,3,1,99,99,255300.0
220.0,0,0,0,20,3,2223000.0
276.0,5,6,8,99,99,3663000.0
75.0,2,2,0,16,2,144300.0
3138.0,2,3,0,99,99,3182000.0
160.0,5,0,0,5,0,1332000.0
202.0,4,2,2,99,99,547600.0
200.0,4,2,1,99,99,1312500.0
160.0,0,0,0,21,3,740000.0
159.0,7,4,0,99,99,1480000.0
823.0,0,0,0,99,99,962000.0
98.0,6,3,1,16,2,362600.0
202.0,3,2,0,99,99,316200.0
132.0,6,3,1,16,2,592000.0
140.0,1,0,0,99,99,416900.0
160.0,10,7,1,99,99,925000.0
2000.0,2,2,4,99,99,449820.0
330.0,6,4,1,3,0,2850000.0
370.0,2,2,0,99,99,962000.0
126.0,7,4,0,99,99,721500.0
160.0,10,6,0,5,0,1767000.0
3287.0,6,6,8,2,0,20900000.0
450.0,6,4,5,5,0,2015860.0
2500.0,0,0,0,99,99,6048000.0
160.0,3,2,1,9,1,1031250.0
300.0,4,4,2,2,0,1739000.0
518.0,4,3,2,2,0,2622000.0
400.0,5,5,2,99,99,718200.0
1130.0,4,4,18,4,0,24700000.0
177.0,4,0,0,17,2,222600.0
156.0,4,2,0,99,99,699300.0
792.0,5,4,5,5,0,2590000.0
360.0,4,2,5,4,0,2702700.0
160.0,5,2,2,27,4,1184000.0
300.0,4,3,2,22,3,1165000.0
300.0,5,6,4,22,3,1202500.0
340.0,3,2,1,16,2,370000.0
186.0,5,4,1,2,0,1371000.0
298.0,4,4,1,22,3,1767200.0
360.0,4,2,2,2,0,3083200.0
1518.0,7,11,7,5,0,7332000.0
115.0,3,3,0,99,99,744000.0
210.0,2,3,2,2,0,1804800.0
400.0,3,4,1,18,3,1028500.0
517.0,9,5,4,4,0,3974437.0
300.0,4,3,1,5,0,2368800.0
555.0,12,5,5,1,0,2550000.0
136.0,3,2,0,99,99,665000.0
220.0,5,3,2,2,0,1367000.0
224.0,4,2,0,22,3,956250.0
180.0,5,3,2,2,0,1312500.0
450.0,4,5,3,99,99,2518000.0
315.0,4,3,3,2,0,2040000.0
130.0,6,2,0,99,99,630000.0
232.0,4,3,1,2,0,1590630.0
517.0,4,4,4,22,3,2444000.0
106.0,4,2,1,6,1,1330000.0
230.0,7,3,2,18,3,585000.0
453.0,5,3,2,3,0,3346400.0
200.0,6,5,3,99,99,1735000.0
140.0,3,3,1,22,3,1012500.0
453.0,6,5,4,99,99,2224300.0
400.0,0,4,4,2,0,4888000.0
250.0,7,5,1,17,2,539500.0
634.0,3,4,0,9,1,3704185.0
270.0,8,4,1,7,1,1064000.0
400.0,4,4,2,2,0,4901000.0
250.0,4,4,0,3,0,1575000.0
493.0,4,8,3,5,0,4476000.0
1663.0,4,5,6,5,0,3192000.0
228.0,3,2,2,99,99,510300.0
300.0,4,2,2,1,0,2185000.0
2500.0,12,12,16,2,0,18500000.0
160.0,6,2,1,27,4,827200.0
399.0,4,3,3,4,0,2770200.0
262.0,0,0,0,18,3,618750.0
160.0,3,2,2,26,4,714400.0
120.0,10,6,1,21,3,518000.0
140.0,3,2,0,99,99,630218.0
83.0,0,0,0,20,3,356250.0
200.0,4,3,1,9,1,843750.0
326.0,4,2,4,2,0,1905500.0
500.0,5,4,4,2,0,2416100.0
280.0,0,2,3,99,99,470000.0
520.0,4,6,3,5,0,3589000.0
420.0,4,5,2,2,0,1675914.0
3750.0,4,5,10,32,5,3237500.0
1470.0,4,5,6,2,0,8880000.0
316.0,0,6,0,99,99,1804800.0
120.0,1,2,1,99,99,377000.0
320.0,7,5,2,1,0,2550000.0
336.0,5,4,1,2,0,3800000.0
395.0,5,4,3,3,0,2923000.0
538.0,5,3,0,0,0,7080654.0
1870.0,4,5,6,2,0,11362000.0
745.0,6,4,2,27,4,1339070.0
1002.0,4,8,4,2,0,6170000.0
323.0,4,2,2,2,0,2325000.0
230.0,4,4,2,5,0,1444000.0
160.0,4,3,2,9,1,991510.0
210.0,0,2,1,2,0,1140000.0
260.0,4,3,0,2,0,1482000.0
450.0,4,4,2,5,0,2325000.0
110.0,7,5,1,6,1,1140000.0
280.0,9,5,1,99,99,560000.0
208.0,4,2,2,1,0,1612500.0
269.0,3,3,3,2,0,1808855.0
320.0,4,4,3,4,0,2400000.0
180.0,0,2,2,27,4,985000.0
1250.0,4,4,2,5,0,4050000.0
155.0,5,3,2,5,0,1387500.0
300.0,4,4,2,2,0,1795500.0
160.0,6,4,1,9,1,1110000.0
743.0,0,9,11,4,0,6392000.0
982.0,4,4,4,5,0,7900000.0
626.0,0,6,4,4,0,3339000.0
1360.0,4,4,6,4,0,9250000.0
1020.0,2,0,4,22,3,2960838.0
157.0,4,2,0,99,99,262500.0
289.0,4,4,2,22,3,1776200.0
330.0,5,3,0,99,99,452400.0
288.0,6,6,0,99,99,1012500.0
180.0,5,0,0,15,2,459000.0
325.0,4,4,2,5,0,1875817.0
239.0,5,4,2,1,0,2014200.0
490.0,5,4,3,24,4,1200000.0
405.0,5,5,2,1,0,2577200.0
163.0,9,7,1,7,1,1140000.0
176.0,6,4,1,22,3,1050000.0
120.0,4,2,1,27,4,787500.0
1400.0,5,5,6,5,0,3544000.0
82.0,4,2,0,16,2,255000.0
124.0,3,2,0,99,99,768380.0
169.0,6,3,3,22,3,783100.0
790.0,4,4,2,5,0,4474400.0
1000.0,3,2,4,5,0,2248480.0
120.0,4,3,1,18,3,680800.0
228.0,3,2,2,2,0,1702890.0
1000.0,7,5,8,99,99,1036000.0
576.0,4,3,3,4,0,3901335.0
730.0,4,4,3,5,0,2775000.0
254.0,4,4,4,5,0,4279000.0
149.0,4,3,1,99,99,953050.0
647.0,3,4,2,5,0,4366000.0
310.0,5,3,2,4,0,5365000.0
204.0,5,4,2,99,99,1088000.0
440.0,5,6,6,2,0,4668000.0
600.0,4,4,4,5,0,4084500.0
260.0,4,6,3,4,0,6045000.0
1416.0,5,5,7,5,0,4750000.0
690.0,4,3,2,5,0,2723000.0
600.0,6,4,4,1,0,4500000.0
1600.0,5,5,8,22,3,5437500.0
200.0,6,6,0,21,3,721500.0
450.0,10,14,4,3,0,5835000.0
500.0,4,4,3,5,0,2531250.0
250.0,3,4,2,5,0,2178400.0
445.0,4,3,2,9,1,2178400.0
1000.0,1,0,1,5,0,2800800.0
688.0,5,5,5,5,0,4560000.0
302.0,4,4,3,5,0,2127500.0
578.0,6,4,4,5,0,3885000.0
2500.0,5,6,12,2,0,9246300.0
400.0,4,3,3,5,0,3230000.0
362.0,5,5,2,5,0,2062500.0
3328.0,3,3,4,5,0,12950000.0
1000.0,4,2,4,5,0,4279000.0
300.0,3,3,2,5,0,2146000.0
1000.0,5,4,2,5,0,3515000.0
300.0,4,4,2,5,0,2164500.0
1060.0,3,4,4,5,0,5134800.0
15.0,2,0,0,4,0,62530.0
517.0,4,4,4,22,3,2301000.0
500.0,4,4,6,5,0,6418500.0
250.0,6,6,0,21,3,721500.0
1161.0,3,3,0,5,0,11100000.0
540.0,4,3,4,3,0,3145000.0
1200.0,8,9,3,5,0,6623000.0
440.0,5,3,4,5,0,7585500.0
1070.0,5,5,5,5,0,3420000.0
496.0,4,2,2,3,0,3695500.0
275.0,3,3,2,2,0,3465000.0
880.0,3,0,10,5,0,2528500.0
1056.0,5,3,5,34,5,5251500.0
292.0,5,5,3,5,0,2061700.0
5962.0,4,3,4,99,99,5294256.0
350.0,5,5,3,99,99,1739000.0
2570.0,5,5,11,2,0,21450000.0
750.0,4,0,4,5,0,2723000.0
1200.0,5,5,8,5,0,19000000.0
2300.0,4,4,4,5,0,8103000.0
450.0,0,0,2,2,0,2294000.0
1000.0,4,4,4,5,0,5005000.0
750.0,3,3,4,5,0,4668000.0
410.0,4,4,3,26,4,1809300.0
400.0,3,3,3,3,0,5320000.0
1560.0,4,3,4,5,0,3617700.0
120.0,3,2,0,4,0,1983900.0
1690.0,5,5,6,5,0,3382000.0
500.0,4,4,4,5,0,4279000.0
300.0,5,6,2,5,0,2405000.0
15.0,2,0,0,24,4,62530.0
319.0,4,3,4,5,0,2774000.0
595.0,3,2,3,5,0,3496500.0
1130.0,3,3,4,28,4,2960000.0
600.0,4,4,0,5,0,7002000.0
34.0,5,2,3,5,0,3154000.0
1500.0,9,9,9,22,3,3562500.0
1600.0,4,2,4,5,0,4668000.0
1000.0,6,5,5,5,0,4750000.0
265.0,6,5,3,28,4,1520000.0
640.0,3,4,4,2,0,3330000.0
1100.0,0,4,5,5,0,2437500.0
450.0,10,8,2,3,0,3663000.0
400.0,4,3,3,5,0,5130000.0
293.0,4,4,3,2,0,2723000.0
356.0,7,6,5,4,0,5320000.0
663.0,4,3,3,4,0,7600000.0
474.0,5,5,3,5,0,2442000.0
616.0,3,3,2,1,0,4070000.0
504.0,5,3,4,2,0,3462100.0
140.0,3,2,2,2,0,1902210.0
400.0,4,4,3,2,0,4279000.0
633.0,4,4,3,5,0,3219000.0
280.0,5,3,2,2,0,1796000.0
412.0,4,4,2,5,0,2684100.0
158.0,3,3,2,2,0,1080000.0
1650.0,5,5,6,5,0,3326300.0
700.0,3,3,3,5,0,4432600.0
360.0,5,4,4,2,0,1628000.0
4491.0,3,0,0,5,0,15365500.0
700.0,4,4,2,5,0,3404000.0
303.0,4,3,2,5,0,1720500.0
1850.0,5,6,10,4,0,45600000.0
820.0,4,3,3,5,0,5365000.0
453.0,5,4,3,5,0,2256200.0
1669.0,4,4,4,99,99,2418000.0
1010.0,4,4,3,5,0,4255000.0
1000.0,4,4,12,2,0,38900000.0
658.0,5,5,5,2,0,9750000.0
1800.0,3,2,7,5,0,9845594.0
320.0,6,4,3,1,0,2437500.0
15.0,2,0,0,1,0,62530.0
15.0,2,0,0,2,0,62530.0
1060.0,4,4,6,5,0,3610000.0
1300.0,5,6,4,2,0,14615000.0
168.0,4,3,0,3,0,2022800.0
600.0,4,3,3,99,99,4279000.0
409.0,4,2,0,5,0,3306500.0
480.0,5,3,2,1,0,2295100.0
590.0,4,5,2,5,0,3272500.0
520.0,5,5,3,5,0,2643750.0
320.0,4,4,3,4,0,3256000.0
1000.0,4,5,0,5,0,6105000.0
457.0,4,4,7,2,0,5835000.0
289.0,4,3,2,5,0,2334000.0
732.0,4,3,2,5,0,2941500.0
1000.0,4,4,5,2,0,6930000.0
860.0,6,4,2,5,0,4668000.0
616.0,4,3,2,4,0,6623000.0
195.0,3,3,2,5,0,1323200.0
15.0,2,0,0,99,99,62530.0
569.0,5,4,4,4,0,5180000.0
370.0,5,3,4,2,0,1945000.0
990.0,4,4,4,5,0,4255000.0
364.0,5,5,1,5,0,2615100.0
875.0,3,3,2,5,0,3626000.0
944.0,5,5,5,5,0,4995000.0
800.0,5,5,4,4,0,5143000.0
975.0,5,6,8,99,99,7955000.0
1170.0,3,3,3,5,0,3655600.0
600.0,4,4,6,5,0,8360000.0
250.0,4,2,2,2,0,1906100.0
1020.0,5,6,4,5,0,6613000.0
465.0,4,3,4,5,0,2479000.0
464.0,5,5,4,99,99,1687500.0
2720.0,9,6,0,5,0,6613000.0
1326.0,4,4,3,2,0,6956000.0
300.0,4,4,2,5,0,2405000.0
777.0,5,4,9,4,0,8360000.0
1266.0,4,3,3,2,0,4920850.0
2355.0,5,5,12,5,0,9240000.0
355.0,5,5,3,5,0,2432000.0
425.0,5,4,2,3,0,5057000.0
410.0,5,2,0,4,0,2627000.0
502.0,5,6,4,99,99,2545600.0
628.0,5,7,5,5,0,2618000.0
190.0,4,3,0,22,3,1330000.0
274.0,3,4,2,2,0,1924000.0
1015.0,4,4,3,5,0,2917500.0
1150.0,5,4,3,22,3,4500000.0
345.0,3,2,3,3,0,2701000.0
240.0,3,2,2,2,0,1776000.0
1200.0,6,6,10,2,0,39900000.0
1583.0,4,3,8,5,0,6475000.0
300.0,3,3,4,5,0,3754400.0
700.0,6,7,4,28,4,7002000.0
3360.0,6,6,6,99,99,3293000.0
400.0,5,5,2,1,0,3712500.0
295.0,5,4,3,5,0,1202500.0
470.0,3,3,3,5,0,3092550.0
690.0,5,4,8,2,0,10114000.0
944.0,5,5,6,5,0,5130000.0
600.0,3,3,2,5,0,3040000.0
575.0,4,5,3,5,0,3293000.0
215.0,5,4,3,2,0,3306000.0
3500.0,5,5,8,5,0,31200000.0
136.0,3,2,2,3,0,1312500.0
675.0,5,4,4,5,0,2800000.0
350.0,4,4,4,5,0,2590000.0
1010.0,4,4,4,5,0,5531500.0
899.0,4,5,12,5,0,32300000.0
500.0,4,3,3,5,0,1998000.0
400.0,5,6,2,5,0,2781350.0
640.0,3,4,6,5,0,6029500.0
450.0,3,3,4,5,0,2183000.0
1200.0,4,7,3,99,99,7780000.0
1000.0,4,5,2,5,0,6574100.0
480.0,6,7,2,1,0,2236750.0
390.0,4,3,4,4,0,4862500.0
150.0,3,3,3,2,0,1912500.0
700.0,4,6,8,2,0,13576100.0
70.0,3,3,2,5,0,953050.0
320.0,4,4,4,5,0,2411800.0
600.0,5,5,2,4,0,6224000.0
1300.0,5,5,6,5,0,5329300.0
650.0,7,2,4,2,0,4668000.0
217.0,3,4,1,0,0,2372900.0
1257.0,4,4,4,5,0,9500000.0
605.0,4,4,2,2,0,3515000.0
538.0,5,6,3,99,99,2405000.0
700.0,3,2,2,2,0,4662000.0
510.0,3,3,2,0,0,2139500.0
300.0,4,4,2,5,0,1976000.0
584.0,4,4,3,5,0,2681250.0
303.0,3,2,2,2,0,2331000.0
867.0,8,6,10,13,2,3700000.0
555.0,6,6,7,25,4,2035000.0
408.0,4,4,3,5,0,2738000.0
670.0,5,5,4,5,0,4000000.0
334.0,3,2,2,5,0,1887000.0
528.0,4,4,3,4,0,9500000.0
287.0,6,6,4,25,4,1480000.0
287.0,4,4,3,2,0,2013000.0
250.0,3,2,2,2,0,1830000.0
2685.0,7,6,3,5,0,7400000.0
310.0,5,4,3,1,0,2205000.0
200.0,4,4,2,2,0,1205900.0
509.0,4,4,4,1,0,7196500.0
225.0,3,2,3,2,0,1672700.0
120.0,4,2,0,20,3,621600.0
445.0,3,2,3,4,0,4897510.0
2500.0,5,5,4,5,0,15910000.0
594.0,4,5,2,5,0,13369887.0
700.0,4,3,4,5,0,7980000.0
300.0,4,2,4,22,3,1400000.0
1650.0,4,8,7,2,0,14925000.0
284.0,4,4,1,1,0,2917500.0
462.0,4,4,2,3,0,5231250.0
240.0,4,3,3,5,0,2236750.0
9300.0,5,5,12,5,0,22800000.0
305.0,4,4,3,5,0,1998100.0
360.0,3,3,2,2,0,5446000.0
15.0,2,0,0,5,0,62530.0
556.0,6,5,6,99,99,3700000.0
900.0,5,5,5,5,0,4235000.0
337.0,4,3,2,5,0,2606300.0
600.0,4,5,4,5,0,3663000.0
450.0,6,4,2,1,0,1933330.0
1136.0,4,5,4,5,0,4084500.0
396.0,3,3,2,5,0,1979500.0
280.0,4,2,4,1,0,2450700.0
300.0,4,3,4,2,0,2100600.0
400.0,4,3,3,2,0,3501000.0
238.0,3,2,0,5,0,1702000.0
336.0,5,5,1,5,0,2528500.0
360.0,6,5,3,99,99,2450700.0
1300.0,5,3,5,99,99,1665000.0
285.0,3,3,1,23,3,2109000.0
500.0,4,4,4,5,0,3890000.0
500.0,4,3,4,2,0,8402400.0
630.0,4,3,2,2,0,3663000.0
1650.0,5,5,9,22,3,3000000.0
1284.0,4,3,2,5,0,5920000.0
222.0,4,3,1,3,0,2090000.0
735.0,4,3,5,5,0,7220000.0
392.0,4,5,3,5,0,2559620.0
453.0,3,3,6,2,0,5835000.0
3200.0,4,5,7,2,0,27476200.0
584.0,4,3,4,3,0,6216000.0
300.0,5,4,2,2,0,2325000.0
320.0,3,3,2,2,0,2664650.0
1000.0,3,3,2,5,0,3773300.0
682.0,3,2,2,5,0,2638440.0
242.0,4,3,2,99,99,691900.0
977.0,3,4,4,5,0,3724000.0
140.0,8,7,1,16,2,580000.0
371.0,5,4,2,4,0,3207800.0
408.0,7,6,1,15,2,960000.0
95.0,8,3,2,6,1,1168700.0
250.0,4,4,2,2,0,2532320.0
200.0,4,4,1,7,1,1432400.0
300.0,4,4,4,1,0,2216300.0
995.0,4,3,4,2,0,5629552.0
559.0,3,3,3,5,0,2571500.0
205.0,15,4,0,18,3,618750.0
520.0,12,9,2,27,4,1041600.0
104.0,3,2,0,99,99,671250.0
189.0,5,5,1,20,3,808400.0
297.0,3,2,0,24,4,1762500.0
189.0,4,2,2,5,0,1516200.0
409.0,5,3,2,1,0,2183000.0
530.0,3,3,4,4,0,9776000.0
373.0,4,4,2,3,0,2700000.0
400.0,0,4,4,3,0,3012795.0
263.0,0,3,1,5,0,1455000.0
140.0,1,0,0,99,99,420000.0
265.0,3,2,3,3,0,2200225.0
197.0,3,2,2,99,99,1312500.0
300.0,4,3,1,2,0,2331000.0
5496.0,8,8,0,99,99,2959450.0
150.0,4,3,2,99,99,680400.0
600.0,3,3,4,5,0,4089100.0
244.0,3,3,1,2,0,1558000.0
233.0,7,8,2,5,0,1616800.0
71.0,3,3,0,16,2,326500.0
82.0,3,0,0,99,99,244000.0
160.0,7,4,1,99,99,592000.0
167.0,4,3,2,16,2,368480.0
120.0,8,4,1,13,2,1050000.0
184.0,0,0,1,99,99,733000.0
570.0,16,6,0,19,3,1444000.0
130.0,9,3,0,99,99,630300.0
320.0,3,4,2,1,0,2294000.0
308.0,7,4,2,9,1,999050.0
312.0,6,3,2,1,0,2232000.0
120.0,7,2,1,99,99,564000.0
307.0,3,3,2,2,0,1974000.0
268.0,5,5,2,99,99,1562400.0
159.0,2,0,0,18,3,640900.0
230.0,5,5,2,99,99,858000.0
342.0,5,3,2,1,0,2123800.0
320.0,4,4,0,99,99,2580600.0
1661.0,6,3,6,5,0,4624800.0
125.0,5,3,0,0,0,1500000.0
300.0,5,3,3,3,0,2970400.0
770.0,0,0,0,1,0,11330661.0
47.0,0,4,0,99,99,274480.0
1700.0,4,0,0,5,0,895020000.0
120.0,0,4,1,18,3,656250.0
200.0,5,3,1,7,1,1725000.0
358.0,6,5,4,2,0,1998630.0
160.0,4,2,1,9,1,884000.0
204.0,5,2,1,2,0,1319850.0
55.0,0,0,0,99,99,471375.0
287.0,9,3,1,22,3,930000.0
160.0,7,4,3,2,0,1488000.0
1355.0,2,2,4,28,4,1187865.0
600.0,3,4,3,4,0,9400000.0
120.0,4,4,2,99,99,703000.0
300.0,0,3,3,2,0,3250000.0
570.0,3,3,4,22,3,2220000.0
152.0,5,7,2,99,99,581250.0
160.0,6,2,1,27,4,783406.0
37443.0,5,4,2,3,0,2111200.0
240.0,3,2,3,5,0,1786000.0
220.0,5,5,4,99,99,3655000.0
1168.0,3,3,2,99,99,1665000.0
272.0,6,4,2,2,0,1804800.0
1349.0,3,3,7,99,99,1537500.0
348.0,6,4,4,4,0,4098000.0
200.0,4,3,2,2,0,1398720.0
181.0,4,3,1,99,99,1353000.0
175.0,4,3,1,27,4,585000.0
84.0,3,0,1,14,2,487500.0
1000.0,4,5,4,5,0,4520000.0
145.0,3,4,2,99,99,465000.0
175.0,3,4,0,28,4,407000.0
130.0,3,2,1,99,99,259000.0
1287.0,4,4,4,99,99,1760000.0
300.0,7,3,0,99,99,1804800.0
582.0,7,5,2,99,99,1331250.0
